record_id,full_text_status,full_text_location,notes
RA6F271701BE3,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\RA6F271701BE3_quattrochi_2025.pdf,Retrieved OA via OpenAlex extra thorough check
RBEFE4D574380,not_retrievable,,No OA copy found via Unpaywall.
R6C87B9274F13,not_retrievable,,Failed to download PDF from https://www.emerald.com/insight/content/doi/10.1108/JFM-02-2023-0020/full/pdf?title=appraising-institutional-management-of-urban-water-supply-in-ghana-the-role-of-the-stakeholders: HTTP Error 403: Forbidden
R3DCF362CC675,not_retrievable,,No OA copy found via Unpaywall.
R6686BA3989B9,not_retrievable,,No OA copy found via Unpaywall.
R8B12BBC0815A,not_retrievable,,No OA copy found via Unpaywall.
RCA2862A44260,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\RCA2862A44260_sylvester_2025.pdf,Retrieved OA via https://archive.conscientiabeam.com/index.php/74/article/download/4567/8867
R4590CBC940E4,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R4590CBC940E4_garrett_2025.pdf,Retrieved OA via https://pmc.ncbi.nlm.nih.gov/articles/PMC12685080/pdf/nihms-2119415.pdf
R73A0FE4B7946,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R73A0FE4B7946_puppala_2025.pdf,Retrieved OA via https://link.springer.com/content/pdf/10.1007/s43621-025-01250-5.pdf
R21CAA5C1809C,not_retrievable,,No OA copy found via Unpaywall.
RA41ACB484CFD,not_retrievable,,No OA copy found via Unpaywall.
R50CC9D6DCB34,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R50CC9D6DCB34_mukiga_2025.pdf,Retrieved OA via https://link.springer.com/content/pdf/10.1007/s12132-025-09542-9.pdf
R4DB61161A41A,not_retrievable,,Failed to download PDF from https://www.mdpi.com/2039-4403/15/12/418/pdf?version=1764161694: HTTP Error 403: Forbidden
RB6EA4CFBE207,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\RB6EA4CFBE207_martínez-espiñeira_2025.pdf,Retrieved OA via OpenAlex extra thorough check
R78B2DCE9ED20,not_retrievable,,No OA copy found via Unpaywall.
R882EA920B0CB,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R882EA920B0CB_duku_2025.pdf,Retrieved OA via https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0307729&type=printable
R6C95323AD177,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R6C95323AD177_alamos_2025.pdf,Retrieved OA via OpenAlex extra thorough check
R2A5837C6012B,not_retrievable,,No OA copy found via Unpaywall.
RD5C9E5E5D1D4,not_retrievable,,No OA copy found via Unpaywall.
R9CBEB50D08C1,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R9CBEB50D08C1_rajendrakumar_2025.pdf,Retrieved OA via OpenAlex extra thorough check
RF9459A3BC560,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\RF9459A3BC560_shuaibu_2025.pdf,Retrieved OA via https://link.springer.com/content/pdf/10.1007/s43995-025-00151-y.pdf
R1136FBCE60EA,not_retrievable,,No OA copy found via Unpaywall.
R79DDA9B193D4,not_retrievable,,No OA copy found via Unpaywall.
