record_id,full_text_status,full_text_location,notes
RF98D06B8E550,not_retrievable,,Failed to download PDF from https://ars.els-cdn.com/content/image/1-s2.0-S0048969723074934-ga1_lrg.jpg: HTTP Error 403: Forbidden
R22E3DE7CF37B,not_retrievable,,No OA copy found via Unpaywall.
R2AB35E044EC6,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R2AB35E044EC6_cradock_2024.pdf,Retrieved OA via OpenAlex extra thorough check
R6E2C637D926D,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R6E2C637D926D_rooney_2024.pdf,Retrieved OA via OpenAlex extra thorough check
R8F0BBD5B3E65,not_retrievable,,No OA copy found via Unpaywall.
R38A7AB6976B2,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R38A7AB6976B2_baddianaah_2024.pdf,Retrieved OA via OpenAlex extra thorough check
R564EBA594FA5,not_retrievable,,No OA copy found via Unpaywall.
R914002893C13,not_retrievable,,No OA copy found via Unpaywall.
R0C221D09D4AD,not_retrievable,,Failed to download PDF from https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sd.2753: HTTP Error 403: Forbidden
RE41EC0C4C23A,not_retrievable,,Failed to download PDF from https://iwaponline.com/washdev/article-pdf/14/7/473/1455456/washdev0140473.pdf: HTTP Error 403: Forbidden
R1149607F4C21,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R1149607F4C21_geremew_2024.pdf,Retrieved OA via OpenAlex extra thorough check
R7220865B32E6,not_retrievable,,Failed to download PDF from https://iwaponline.com/aqua/article-pdf/73/7/1437/1460858/jws0731437.pdf: HTTP Error 403: Forbidden
R35F0F34842AB,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R35F0F34842AB_priadi_2024.pdf,Retrieved OA via OpenAlex extra thorough check
R561806D16CAB,not_retrievable,,No OA copy found via Unpaywall.
RD51F09762BFA,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\RD51F09762BFA_salazar_2024.pdf,Retrieved OA via https://revistaselectronicas.ujaen.es/index.php/atma/article/download/7688/8454
R1837DEFD9B7A,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R1837DEFD9B7A_frinaldi_2024.pdf,Retrieved OA via OpenAlex extra thorough check
RD5D26E2CF359,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\RD5D26E2CF359_tesfay_2024.pdf,Retrieved OA via https://www.nature.com/articles/s41545-024-00309-6.pdf
