title,authors,year,doi,url,database,search_id
Legal Status and Deprivation in Urban Slums over Two Decades,,,,https://pubmed.ncbi.nlm.nih.gov/29910486/,WebSearch(general),SEARCH_009
Review of drivers and barriers of water and sanitation policies for urban informal settlements in low-income and middle-income countries,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067261/,WebSearch(general),SEARCH_012
Informal mechanisms to regularize informal settlements: Water services in Sao Paulo's favelas,,,,https://www.sciencedirect.com/science/article/abs/pii/S019739751830239X,WebSearch(general),SEARCH_012
Turning Off the Tap: Urban Water Service Delivery and the Social Construction of Global Administrative Law,,,,https://academic.oup.com/ejil/article/17/1/215/410963,WebSearch(general),SEARCH_013
Lien In: Challenging Municipalities' Discriminatory Water Practices,,,,https://journals.law.harvard.edu/crcl/wp-content/uploads/sites/80/2020/09/Montag.pdf,WebSearch(general),SEARCH_013
Turning Participation Into Power: A Water Justice Case Study,,,,https://lawreview.gmu.edu/print__issues/turning-participation-into-power-a-water-justice-case-study/,WebSearch(general),SEARCH_013
